2L	16550000	3.87
2L	16650000	2.815
2L	16750000	4.222
2L	16850000	1.642
2L	16950000	5.629
2L	17050000	1.994
2L	17150000	1.525
2L	17250000	2.346
2L	17350000	1.173
2L	17450000	1.642
2L	17550000	0.117
2L	17650000	0.117
2L	17750000	0.469
2L	17850000	0.469
2L	17950000	1.994
2L	18050000	0.938
2L	18150000	0.704
2L	18250000	0.469
2L	18350000	0.352
2L	18450000	0.235
2L	18550000	0.235
2L	18650000	0.235
2L	18750000	0.235
2L	18850000	1.407
2L	18950000	0.117
2L	19050000	0.117
2L	19150000	0.469
2L	19250000	0.469
2L	19350000	0
2L	19450000	0.352
2L	19550000	0.117
2L	19650000	0.235
2L	19750000	0.117
2L	19850000	1.173
2L	19950000	0.235
2L	20050000	0.586
2L	20150000	0.117
2L	20250000	0.235
2L	20350000	0
2L	20450000	0.235
2L	20550000	0.704
2L	20650000	0.352
2L	20750000	0.235
2L	20850000	0
2L	20950000	2.346
2L	21050000	1.173
2L	21150000	0.352
2L	21250000	0.117
2L	21350000	0.117
2L	21450000	0
2L	21550000	0.352
2L	21650000	0
2L	21750000	0
2L	21850000	0
2L	21950000	0
2L	22050000	0.117
2L	22150000	0
2L	22250000	2.815
2L	22350000	3.87
2L	22557268	0.352
2L	22657268	0.117
2L	22757268	0
2L	22857268	0
2L	22957268	0.235
2L	23057268	0
2R	4162495	0
2R	4262495	0
2R	4362495	0
2R	4462495	0
2R	4562495	0
2R	4662495	0
2R	4762495	0
2R	4862495	0.108
2R	4962495	1.193
2R	5062495	0.217
2R	5162495	0.542
2R	5262495	0
2R	5362495	0
2R	5462495	0
2R	5562495	0.434
2R	5662495	1.193
2R	5762495	0.217
2R	5862495	0.217
2R	5962495	0
2R	6062495	0.325
2R	6162495	0.542
2R	6262495	0
2R	6362495	0.217
2R	6462495	0
2R	6562495	0.976
2R	6662495	0.542
2R	6762495	0.542
2R	6862495	0.108
2R	6962495	0.108
2R	7062495	1.844
2R	7162495	0.434
2R	7262495	0.217
2R	7362495	0.759
2R	7462495	2.386
2R	7562495	0.542
2R	7662495	2.278
2R	7762495	0.325
2R	7862495	2.278
2R	7962495	0.542
2R	8062495	0.434
2R	8162495	1.41
2R	8262495	0.217
2R	8362495	0.868
2R	8462495	0.217
2R	8562495	1.302
2R	8662495	1.085
2R	8762495	0.325
2R	8862495	0.542
2R	8962495	1.302
2R	9062495	1.41
2R	9162495	0.868
2R	9262495	0.651
2R	9362495	2.495
2R	9462495	5.532
2R	9562495	2.603
2R	9662495	1.193
2R	9762495	3.905
2R	9862495	1.085
2R	9962495	0.759
2R	10062495	1.735
2R	10162495	0.976
2R	10262495	3.254
2R	10362495	2.278
2R	10462495	1.952
2R	10562495	2.495
2R	10662495	2.169
2R	10762495	3.254
2R	10862495	4.339
2R	10962495	3.145
2R	11062495	8.026
2R	11162495	4.122
2R	11262495	2.712
2R	11362495	1.41
2R	11462495	2.495
2R	11562495	3.905
2R	11662495	7.701
2R	11762495	2.061
2R	11862495	1.302
2R	11962495	2.929
2R	12062495	8.243
2R	12162495	2.603
2R	12262495	5.857
2R	12362495	3.362
2R	12462495	3.362
2R	12562495	3.905
2R	12662495	6.833
2R	12762495	8.46
2R	12862495	1.518
2R	12962495	5.749
2R	13062495	2.386
2R	13162495	1.085
2R	13262495	2.386
2R	13362495	2.386
2R	13462495	1.735
2R	13562495	2.278
2R	13662495	2.82
2R	13762495	1.085
2R	13862495	3.579
2R	13962495	2.169
2R	14062495	6.725
2R	14162495	3.688
2R	14262495	4.23
2R	14362495	5.206
2R	14462495	1.735
2R	14562495	3.362
2R	14662495	2.495
2R	14762495	1.952
2R	14862495	1.41
2R	14962495	4.339
2R	15062495	6.074
2R	15162495	1.085
2R	15262495	1.302
2R	15362495	3.362
2R	15462495	1.302
2R	15562495	4.447
2R	15662495	2.929
2R	15762495	4.122
2R	15862495	2.169
2R	15962495	3.905
2R	16062495	3.579
2R	16162495	6.725
2R	16262495	8.135
2R	16362495	3.145
2R	16462495	4.447
2R	16562495	4.555
2R	16662495	8.135
2R	16762495	3.579
2R	16862495	2.061
2R	16962495	2.929
2R	17062495	1.627
2R	17162495	2.929
2R	17262495	1.735
2R	17362495	4.989
2R	17462495	2.82
2R	17562495	0.542
2R	17662495	3.037
2R	17762495	2.386
2R	17862495	4.013
2R	17962495	7.809
2R	18062495	4.447
2R	18162495	3.145
2R	18262495	5.64
2R	18362495	3.145
2R	18462495	3.254
2R	18562495	3.145
2R	18662495	7.267
2R	18762495	3.688
2R	18862495	8.894
2R	18962495	3.579
2R	19062495	4.122
2R	19162495	5.64
2R	19262495	4.881
2R	19362495	4.23
2R	19462495	2.278
2R	19562495	1.952
2R	19662495	1.302
2R	19762495	0.434
2R	19862495	1.627
2R	19962495	1.735
2R	20062495	0.217
2R	20162495	3.037
2R	20262495	4.555
2R	20362495	5.315
2R	20462495	3.362
2R	20562495	3.796
2R	20662495	6.725
2R	20762495	3.579
2R	20862495	2.712
2R	20962495	7.159
2R	21062495	2.603
2R	21162495	5.423
2R	21262495	7.484
2R	21362495	2.603
2R	21462495	2.495
2R	21562495	6.074
2R	21662495	5.098
2R	21762495	2.603
2R	21862495	2.495
2R	21962495	1.735
2R	22062495	2.712
2R	22162495	2.169
2R	22262495	2.495
2R	22362495	0.976
2R	22462495	8.352
2R	22562495	3.145
2R	22662495	1.627
2R	22762495	2.278
2R	22862477	3.145
2R	22962477	2.495
2R	23062477	3.145
2R	23162477	2.386
2R	23262477	1.41
2R	23362477	0.868
2R	23462477	7.484
2R	23562477	6.399
2R	23662477	3.796
2R	23762477	5.857
2R	23862477	1.844
2R	23962477	2.169
2R	24062477	1.518
2R	24162477	1.735
2R	24262477	3.471
2R	24362477	1.302
2R	24462477	2.386
2R	24562477	1.302
2R	24662477	2.386
2R	24762477	1.844
2R	24862477	3.579
2R	24962477	0.217
2R	25062477	0.108
2R	25162477	0
2R	25235831	0
3L	50000	0
3L	150000	0
3L	250000	0.208
3L	350000	0.9
3L	450000	0.415
3L	550000	0.415
3L	650000	1.315
3L	750000	2.423
3L	850000	1.454
3L	950000	1.315
3L	1050000	2.7
3L	1150000	2.284
3L	1250000	1.661
3L	1350000	1.523
3L	1450000	3.669
3L	1550000	3.531
3L	1650000	1.661
3L	1750000	1.385
3L	1850000	3.184
3L	1950000	3.946
3L	2050000	1.454
3L	2150000	4.846
3L	2250000	2.008
3L	2350000	2.077
3L	2450000	1.246
3L	2550000	4.43
3L	2650000	2.769
3L	2750000	5.469
3L	2850000	0.969
3L	2950000	2.008
3L	3050000	1.177
3L	3150000	1.315
3L	3250000	2.077
3L	3350000	1.246
3L	3450000	2.215
3L	3550000	1.454
3L	3650000	1.108
3L	3750000	4.084
3L	3850000	4.5
3L	3950000	3.6
3L	4050000	2.423
3L	4150000	2.838
3L	4250000	2.284
3L	4350000	3.531
3L	4450000	2.215
3L	4550000	4.084
3L	4650000	6.576
3L	4750000	2.215
3L	4850000	2.146
3L	4950000	3.115
3L	5050000	5.053
3L	5156900	1.523
3L	5256900	5.123
3L	5356900	2.631
3L	5456900	1.731
3L	5556900	1.869
3L	5656900	1.8
3L	5756900	2.354
3L	5856900	2.769
3L	5956900	1.454
3L	6056900	0.9
3L	6156900	1.315
3L	6256900	0.9
3L	6356900	2.146
3L	6456900	1.038
3L	6556900	3.184
3L	6656900	0.692
3L	6756900	1.385
3L	6856900	1.661
3L	6956900	3.115
3L	7056900	2.631
3L	7156900	5.123
3L	7256900	3.323
3L	7356900	1.938
3L	7456900	3.115
3L	7556900	2.008
3L	7656900	1.108
3L	7756900	0.831
3L	7856900	3.254
3L	7956900	2.7
3L	8056900	4.43
3L	8156900	1.869
3L	8256900	1.938
3L	8356900	2.215
3L	8456900	2.631
3L	8556900	3.877
3L	8656900	3.669
3L	8756900	3.877
3L	8856900	2.631
3L	8956900	1.454
3L	9056900	1.108
3L	9156900	5.053
3L	9256900	7.823
3L	9356900	2.907
3L	9456900	0.692
3L	9556900	3.669
3L	9656900	3.184
3L	9756900	3.392
3L	9856900	1.108
3L	9956900	2.561
3L	10056900	1.038
3L	10156900	2.907
3L	10256900	1.177
3L	10356900	2.077
3L	10456900	5.261
3L	10556900	7.546
3L	10656900	3.461
3L	10756900	3.946
3L	10856900	3.531
3L	10956900	4.292
3L	11056900	4.223
3L	11156900	3.115
3L	11256900	4.084
3L	11356900	3.046
3L	11456900	3.184
3L	11556900	2.769
3L	11656900	0.623
3L	11756900	0.415
3L	11856900	1.661
3L	11956900	1.869
3L	12056900	3.461
3L	12156900	1.454
3L	12256900	1.592
3L	12356900	2.215
3L	12456900	5.953
3L	12556900	6.507
3L	12656900	4.223
3L	12756900	2.215
3L	12856900	3.392
3L	12956900	2.631
3L	13056900	1.869
3L	13156900	2.215
3L	13256900	1.869
3L	13356900	1.523
3L	13456900	1.315
3L	13556900	1.454
3L	13656900	0.485
3L	13756900	0.692
3L	13856900	1.246
3L	13956900	3.254
3L	14056900	1.938
3L	14156900	0.969
3L	14256900	2.284
3L	14356900	1.385
3L	14456900	0.9
3L	14556900	1.108
3L	14656900	0.346
3L	14756900	0.485
3L	14856900	0.761
3L	14956900	0.346
3L	15056900	0.761
3L	15156900	1.038
3L	15256900	1.592
3L	15356900	1.454
3L	15456900	1.661
3L	15556900	1.246
3L	15656900	1.523
3L	15756900	3.669
3L	15856900	0.761
3L	15956900	2.492
3L	16056900	1.177
3L	16156900	2.354
3L	16256900	0.554
3L	16356900	1.523
3L	16456900	3.323
3L	16556900	2.146
3L	16656900	0.9
3L	16756900	1.177
3L	16856900	1.454
3L	16956900	0.761
3L	17056900	1.454
3L	17156900	3.6
3L	17256900	3.323
3L	17356900	1.869
3L	17456900	1.592
3L	17556900	2.146
3L	17656900	1.315
3L	17756900	0.277
3L	17856900	0.138
3L	17956900	1.315
3L	18056900	0.692
3L	18156900	1.8
3L	18256900	0.831
3L	18356900	0.069
3L	18456900	0.138
3L	18556900	1.315
3L	18656900	0.485
3L	18756900	0.692
3L	18856900	1.038
3L	18956900	2.146
3L	19056900	0.9
3L	19156900	0.831
3L	19256900	0.692
3L	19356900	0.485
3L	19456900	2.769
3L	19556900	0.415
3L	19656900	2.354
3L	19756900	0.415
3L	19856900	0.415
3L	19956900	2.977
3L	20056900	0.208
3L	20156900	0.138
3L	20256900	0
3L	20356900	1.385
3L	20456900	0.138
3L	20556900	0.415
3L	20656900	0.346
3L	20756900	0
3L	20856900	0.208
3L	20956900	0.138
3L	21056900	0.277
3L	21156900	0.069
3L	21256900	0.069
3L	21356900	0.138
3L	21456900	0.069
3L	21556900	0
3L	21656900	0.346
3L	21756900	1.177
3L	21856900	0
3L	21956900	0.138
3L	22056900	0
3L	22156900	0
3L	22256900	0
3L	22356900	0.138
3L	22456900	0.069
3L	22556900	0
3L	22656900	0
3L	22756900	0
3L	22856900	0.069
3L	22956900	0.277
3L	23056900	0
3L	23156900	0.069
3L	23256900	0
3L	23356900	0
3L	23456900	0
3L	23556900	0.069
3L	23656900	0
3L	23756900	0.069
3L	23856900	0.138
3L	23956900	0
3L	24056900	0.069
3L	24156900	0
3L	24256900	0
3L	24356900	0
3L	24456900	0
3L	24528679	0
3R	4224278	0
3R	4324278	0
3R	4424278	0
3R	4524278	0
3R	4624278	0
3R	4724278	0
3R	4824278	0
3R	4924278	0.109
3R	5024278	0
3R	5124278	0
3R	5224278	0
3R	5324278	0
3R	5424278	0
3R	5524278	0
3R	5624278	0
3R	5724278	0
3R	5824278	0
3R	5924278	0.109
3R	6024278	0
3R	6124278	0.109
3R	6224278	0
3R	6324278	0.218
3R	6424278	0
3R	6524278	0
3R	6624278	0.326
3R	6724278	0
3R	6824278	0
3R	6924278	0.326
3R	7024278	0.218
3R	7124278	0.109
3R	7224278	0
3R	7324278	0
3R	7424278	0.326
3R	7524278	0.653
3R	7624278	0.218
3R	7724278	0.109
3R	7824278	1.088
3R	7924278	0.762
3R	8024278	1.959
3R	8124278	0.109
3R	8224278	0.762
3R	8324278	0.979
3R	8424278	1.85
3R	8524278	2.72
3R	8624278	0.544
3R	8724278	0
3R	8824278	0.326
3R	8924278	1.088
3R	9024278	2.176
3R	9124278	0.326
3R	9224278	1.306
3R	9324278	0.979
3R	9424278	0.218
3R	9524278	0
3R	9624278	0.762
3R	9724278	0.435
3R	9824278	0.871
3R	9924278	1.306
3R	10024278	1.415
3R	10124278	0.326
3R	10224278	0.218
3R	10324278	0.109
3R	10424278	0.544
3R	10524278	0.544
3R	10624278	1.197
3R	10724278	0.979
3R	10824278	0.979
3R	10924278	1.088
3R	11024278	0.979
3R	11124278	3.808
3R	11224278	0.871
3R	11324278	2.829
3R	11424278	1.85
3R	11524278	2.72
3R	11624278	1.197
3R	11724278	1.306
3R	11824278	1.088
3R	11924278	0.762
3R	12024278	0.653
3R	12124278	1.741
3R	12224278	1.306
3R	12324278	1.741
3R	12424278	0.653
3R	12524278	0.326
3R	12624278	2.503
3R	12724278	1.632
3R	12824278	0.435
3R	12924278	1.306
3R	13024278	2.641
3R	13124278	3.047
3R	13224278	0.871
3R	13324278	0.326
3R	13424278	0.762
3R	13524278	0.871
3R	13624278	0.544
3R	13724278	0.871
3R	13824278	1.85
3R	13924278	3.047
3R	14024278	7.508
3R	14124278	3.264
3R	14224278	1.959
3R	14324278	1.632
3R	14424278	8.052
3R	14524278	1.959
3R	14624278	1.632
3R	14724278	3.264
3R	14824278	0.871
3R	14924278	1.959
3R	15024278	3.917
3R	15124278	4.026
3R	15224278	1.85
3R	15324278	2.72
3R	15424278	5.441
3R	15524278	2.612
3R	15624278	0.762
3R	15724278	3.7
3R	15824278	2.829
3R	15924278	1.741
3R	16024278	0.762
3R	16124278	1.959
3R	16224278	1.306
3R	16324278	0.762
3R	16424278	1.741
3R	16524278	1.85
3R	16624278	0.653
3R	16724278	1.415
3R	16824278	0.762
3R	16924278	0.435
3R	17024278	0.762
3R	17124278	1.415
3R	17224278	1.741
3R	17324278	0.544
3R	17424278	1.741
3R	17524278	1.523
3R	17624278	1.632
3R	17724278	3.264
3R	17824278	0.544
3R	17924278	1.959
3R	18024278	4.353
3R	18124278	2.067
3R	18224278	8.379
3R	18324278	3.808
3R	18424278	1.523
3R	18524278	4.679
3R	18624278	2.938
3R	18724278	1.415
3R	18824278	4.135
3R	18924278	8.923
3R	19024278	3.808
3R	19124278	2.938
3R	19224278	7.182
3R	19324278	14.799
3R	19424278	4.461
3R	19524278	2.612
3R	19624278	5.332
3R	19724278	1.415
3R	19824278	4.353
3R	19924278	1.523
3R	20024278	5.876
3R	20124278	4.135
3R	20224278	5.223
3R	20324278	13.058
3R	20424278	1.197
3R	20524278	2.176
3R	20624278	0.653
3R	20724278	1.523
3R	20824278	1.306
3R	20924278	2.612
3R	21024278	1.088
3R	21124278	3.156
3R	21224278	3.591
3R	21324278	0.435
3R	21424278	0.109
3R	21524278	2.829
3R	21624278	0.979
3R	21724278	2.829
3R	21824278	5.658
3R	21924278	3.482
3R	22024278	3.047
3R	22124278	4.026
3R	22224278	3.808
3R	22324278	2.176
3R	22424278	1.959
3R	22524278	3.482
3R	22624278	2.503
3R	22724278	4.897
3R	22824278	4.788
3R	22924278	1.959
3R	23024278	2.938
3R	23124278	3.156
3R	23224278	3.264
3R	23324278	3.808
3R	23424278	6.311
3R	23524278	1.632
3R	23624278	5.332
3R	23724278	2.938
3R	23824278	2.067
3R	23924278	2.612
3R	24024278	1.415
3R	24124278	1.85
3R	24224278	1.088
3R	24324278	1.415
3R	24424278	2.72
3R	24524278	5.876
3R	24624278	2.612
3R	24724278	3.7
3R	24824278	3.047
3R	24924278	2.938
3R	25024278	2.067
3R	25124278	3.047
3R	25224278	2.394
3R	25324278	1.197
3R	25424278	1.632
3R	25524278	2.612
3R	25624278	2.829
3R	25724278	0.435
3R	25824278	2.176
3R	25924278	2.394
3R	26024278	2.72
3R	26124278	0.762
3R	26224278	1.197
3R	26324278	2.503
3R	26424278	0.979
3R	26524278	0.871
3R	26624278	1.632
3R	26724278	3.7
3R	26824278	3.591
3R	26924278	3.373
3R	27024278	0.326
3R	27124278	2.829
3R	27224278	4.244
3R	27324278	1.85
3R	27424278	5.223
3R	27524278	2.503
3R	27624278	1.523
3R	27724278	3.591
3R	27824278	4.353
3R	27924278	4.897
3R	28024278	1.415
3R	28124278	6.311
3R	28224278	0.979
3R	28324278	1.632
3R	28424278	1.741
3R	28524278	0.762
3R	28624278	0.871
3R	28724278	3.156
3R	28824278	1.741
3R	28924278	2.176
3R	29024278	1.197
3R	29124278	1.632
3R	29224278	0.871
3R	29324278	7.508
3R	29424278	2.938
3R	29524278	5.114
3R	29624278	1.741
3R	29724278	1.632
3R	29824278	2.394
3R	29924278	2.394
3R	30024278	2.067
3R	30124278	1.306
3R	30224278	2.829
3R	30324278	3.7
3R	30424278	1.306
3R	30524278	0.653
3R	30624278	1.088
3R	30724278	1.415
3R	30824278	0.653
3R	30924278	0.762
3R	31024278	0.979
3R	31124278	1.632
3R	31224278	0.544
3R	31324278	0.109
3R	31424278	0
3R	31524278	0.218
3R	31624278	0
3R	31724278	0
3R	31824278	0
3R	31924278	0
3R	32024278	0
3R	32076805	0
X	153613	0
X	255967	0
X	355967	0
X	455967	0
X	555967	0
X	655967	0
X	755967	0
X	855967	0
X	955967	0
X	1055967	0
X	1155967	0.362
X	1255967	0.362
X	1355967	0.362
X	1455967	0
X	1555967	0.362
X	1655967	0.09
X	1755967	0
X	1855967	0.181
X	1955967	0
X	2055967	0.181
X	2155967	0
X	2255967	0.271
X	2355967	0.904
X	2455967	2.622
X	2555967	3.978
X	2655967	2.08
X	2755967	2.622
X	2855967	2.17
X	2955967	1.899
X	3055967	3.165
X	3155967	3.436
X	3255967	2.351
X	3355967	3.436
X	3455967	7.505
X	3555967	1.085
X	3655967	3.165
X	3755967	2.713
X	3855967	0.995
X	3955967	6.329
X	4055967	5.606
X	4155967	1.537
X	4255967	4.973
X	4355967	1.266
X	4455967	2.984
X	4555967	3.255
X	4655967	3.798
X	4755967	9.403
X	4855967	6.058
X	4955967	5.244
X	5055967	6.6
X	5155967	14.467
X	5255967	6.329
X	5355967	9.856
X	5455967	4.792
X	5555967	1.989
X	5655967	3.255
X	5755967	5.425
X	5855967	4.702
X	5955967	2.26
X	6055967	1.356
X	6155967	1.989
X	6255967	3.617
X	6355967	2.17
X	6455967	12.749
X	6555967	4.159
X	6655967	3.526
X	6755967	3.165
X	6855967	7.414
X	6955967	4.702
X	7055967	2.893
X	7155967	2.26
X	7255967	1.175
X	7355967	2.08
X	7455967	1.085
X	7555967	0.995
X	7655967	1.085
X	7755967	3.255
X	7855967	1.808
X	7955967	1.989
X	8055967	2.351
X	8155967	0.814
X	8255967	3.436
X	8355967	4.611
X	8455967	3.255
X	8555967	2.893
X	8655967	6.42
X	8755967	9.042
X	8855967	8.138
X	8955967	8.771
X	9055967	6.962
X	9155967	4.069
X	9255967	2.984
X	9355967	2.803
X	9455967	8.951
X	9555967	7.324
X	9655967	3.165
X	9755967	4.25
X	9855967	3.798
X	9955967	2.441
X	10055967	4.159
X	10155967	1.537
X	10255967	2.803
X	10355967	5.696
X	10455967	2.08
X	10555967	2.26
X	10655967	0.995
X	10755967	1.085
X	10855967	0.814
X	10955967	3.978
X	11055967	3.707
X	11155967	2.803
X	11255967	7.505
X	11355967	5.425
X	11455967	1.899
X	11555967	2.351
X	11655967	1.718
X	11755967	0.452
X	11855967	0.723
X	11955967	2.984
X	12055967	5.606
X	12155967	5.154
X	12255967	2.08
X	12355967	2.622
X	12455967	1.808
X	12555967	1.899
X	12655967	5.515
X	12755967	7.324
X	12855967	3.888
X	12955967	3.978
X	13055967	2.893
X	13155967	2.532
X	13255967	3.165
X	13355967	3.888
X	13455967	7.324
X	13555967	2.984
X	13655967	1.628
X	13755967	2.713
X	13855967	3.345
X	13955967	5.063
X	14055967	2.803
X	14155967	4.43
X	14255967	5.154
X	14355967	2.17
X	14455967	4.25
X	14555967	1.899
X	14655967	6.148
X	14755967	12.206
X	14855967	7.595
X	14955967	2.08
X	15055967	1.718
X	15155967	3.345
X	15255967	3.255
X	15355967	2.17
X	15455967	2.351
X	15555967	0.723
X	15655967	5.154
X	15755967	5.063
X	15855967	2.893
X	15955967	1.989
X	16055967	0.904
X	16155967	13.653
X	16255967	4.069
X	16355967	2.713
X	16455967	1.175
X	16555967	8.138
X	16655967	2.532
X	16755967	5.063
X	16855967	5.154
X	16955967	3.436
X	17055967	1.899
X	17155967	0.995
X	17255967	0.723
X	17355967	2.622
X	17455967	1.356
X	17555967	0.723
X	17655967	1.447
X	17755967	2.893
X	17855967	2.351
X	17955967	2.713
X	18055967	0.543
X	18155967	1.266
X	18255967	0.362
X	18355967	1.447
X	18455967	1.628
X	18555967	1.175
X	18655967	1.085
X	18755967	2.532
X	18855967	1.899
X	18955967	1.447
X	19055967	1.356
X	19155967	0.995
X	19255967	3.255
X	19355967	6.51
X	19455967	2.08
X	19555967	4.973
X	19655967	2.351
X	19755967	3.617
X	19855967	4.25
X	19955967	2.713
X	20055967	1.447
X	20155967	2.713
X	20278974	2.08
X	20378973	2.713
X	20478973	2.803
X	20578973	3.436
X	20678973	1.266
X	20778973	0.271
X	20878973	1.085
X	20978973	5.063
X	21078973	0.362
X	21178973	0.904
X	21278973	0.723
X	21378973	1.085
X	21478973	1.718
X	21578973	0.181
X	21678973	0
X	21778973	0.995
X	22448164	0.543
X	22548164	0.181
X	22648164	0.271
X	22748164	0.362
X	22848164	0.09
X	22948164	0
X	23009578	0
