read_name	chromosome	breakpoint_left	breakpoint_right
m54284U_210115_155325/54594309/0_33743	CM010576.1	13538558	13538692
m54284U_210114_191447/85262464/0_57930	CM010576.1	13628274	13629428
m54284U_210115_155325/50530286/0_46699	CM010576.1	13652995	13653257
m54284U_210115_155325/36766774/13530_56738	CM010576.1	13652995	13653257
m54284U_210114_191447/42141449/0_19242	CM010576.1	14072018	14073248
m54284U_210114_191447/104859940/39819_67543	CM010576.1	14254413	14255509
m54284U_210115_155325/154012386/56553_102242	CM010576.1	14295268	14295957
m54284U_210114_191447/145753117/0_19021	CM010576.1	14309507	14309706
m54284U_210114_191447/81856258/0_60398	CM010576.1	14522757	14523162
m54284U_210114_191447/13961082/0_15987	CM010576.1	14788193	14789201
m54284U_210114_191447/38207679/23771_47729	CM010576.1	14895144	14895733
m54284U_210115_155325/62064359/4481_50703	CM010576.1	14920394	14920535
m54284U_210114_191447/20251161/0_61711	CM010576.1	14954693	14954904
m54284U_210115_155325/55904743/101866_157864	CM010576.1	15004114	15004528
m54284U_210114_191447/43385827/57587_80602	CM010576.1	15090778	15090810
m54284U_210114_191447/71764315/4707_42526	CM010576.1	15170135	15170939
m54284U_210114_191447/139067429/78062_96374	CM010576.1	15172735	15172864
m54284U_210115_155325/91949584/0_65151	CM010576.1	15252099	15252738
m54284U_210115_155325/81920591/10446_30867	CM010576.1	15289800	15289997
m54284U_210114_191447/164431111/3476_29814	CM010576.1	15292660	15293502
m54284U_210115_155325/55509988/9787_64647	CM010576.1	15304648	15306091
m54284U_210114_191447/123996875/0_24088	CM010576.1	15464345	15469675
m54284U_210115_155325/166856567/32569_54642	CM010576.1	15473034	15473565
m54284U_210114_191447/61997364/0_22232	CM010576.1	15530403	15530634
m54284U_210114_191447/161023254/58581_104127	CM010576.1	15573004	15573182
m54284U_210115_155325/128584389/0_40455	CM010576.1	15573004	15573182
m54284U_210114_191447/161023254/38550_58534	CM010576.1	15573187	15573190
m54284U_210114_191447/155912778/0_25854	CM010576.1	15631550	15632777
m54284U_210115_155325/113181887/0_30577	CM010576.1	15658037	15658110
m54284U_210115_155325/169805049/0_71812	CM010576.1	15751006	15751636
m54284U_210115_155325/161415518/6544_55935	CM010576.1	15775732	15775885
m54284U_210115_155325/19007871/7480_61040	CM010576.1	15804761	15804779
m54284U_210115_155325/51579328/0_55472	CM010576.1	15835896	15836343
m54284U_210114_191447/152241754/1377_23663	CM010576.1	15873670	15873716
m54284U_210115_155325/46598757/35864_73278	CM010576.1	15882526	15883355
m54284U_210115_155325/133628852/10464_37521	CM010576.1	15897402	15897501
m54284U_210115_155325/140967951/0_24869	CM010576.1	15976806	15977330
m54284U_210114_191447/168297414/0_93378	CM010576.1	16000415	16001507
m54284U_210115_155325/41748582/33094_92592	CM010576.1	16040411	16042411
m54284U_210115_155325/96667649/44727_60934	CM010576.1	16121139	16125417
m54284U_210114_191447/66389863/0_65045	CM010576.1	16139743	16140723
m54284U_210115_155325/138937793/14117_61879	CM010576.1	16142519	16142937
m54284U_210114_191447/24053461/7912_22531	CM010576.1	16172065	16172350
m54284U_210114_191447/177735306/29428_86410	CM010576.1	16296569	16296920
m54284U_210114_191447/70388327/0_48897	CM010576.1	16306064	16307910
m54284U_210114_191447/111675323/0_44121	CM010576.1	16350261	16350707
m54284U_210115_155325/122421826/2651_20035	CM010576.1	16496180	16496340
m54284U_210114_191447/82971065/0_81039	CM010576.1	16500050	16500991
m54284U_210114_191447/101712341/65242_133233	CM010576.1	16520596	16522159
m54284U_210114_191447/101712341/0_65197	CM010576.1	16520596	16521064
m54284U_210114_191447/4456468/35902_103861	CM010576.1	16523869	16524743
m54284U_210114_191447/89063957/5058_76837	CM010576.1	16560460	16560681
m54284U_210115_155325/91423174/0_70296	CM010576.1	16561026	16561869
m54284U_210115_155325/80283390/92036_126248	CM010576.1	16662334	16664121
m54284U_210114_191447/64096280/15404_67590	CM010576.1	16697356	16698325
m54284U_210115_155325/119473325/41757_65363	CM010576.1	16733250	16733481
m54284U_210114_191447/99746843/1395_56169	CM010576.1	17009202	17009308
m54284U_210115_155325/74383972/0_25910	CM010576.1	17057001	17061599
m54284U_210115_155325/31981795/0_63049	CM010576.1	17067663	17069392
m54284U_210115_155325/17041584/28323_52195	CM010576.1	17471501	17471627
m54284U_210114_191447/147980313/2790_45858	CM010576.1	17477313	17477418
m54284U_210115_155325/26674159/0_57968	CM010576.1	17632027	17632213
m54284U_210114_191447/56952440/4644_80885	CM010576.1	17859641	17869473
m54284U_210114_191447/109969635/0_45818	CM010576.1	17956088	17957795
m54284U_210115_155325/162596959/2876_33735	CM010576.1	18176041	18176676
m54284U_210115_155325/138477863/0_50464	CM010576.1	18243924	18244583
m54284U_210114_191447/153224705/0_93054	CM010576.1	18442482	18445888
m54284U_210114_191447/67111195/41977_81729	CM010576.1	18473250	18473484
m54284U_210114_191447/67111195/81774_119831	CM010576.1	18473484	18474538
m54284U_210114_191447/67111195/119875_158130	CM010576.1	18474538	18475212
m54284U_210115_155325/9176785/69512_126858	CM010576.1	18587858	18588807
m54284U_210114_191447/93061492/0_95694	CM010577.1	912498	912950
m54284U_210114_191447/38274538/0_55948	CM010577.1	1030336	1030786
m54284U_210114_191447/46729672/0_29985	CM010577.1	1043465	1043507
m54284U_210114_191447/22807854/4026_37158	CM010577.1	1164868	1165709
m54284U_210114_191447/22807854/37208_57162	CM010577.1	1164961	1165709
m54284U_210115_155325/39060475/146720_192985	CM010577.1	1438913	1439015
m54284U_210115_155325/39060475/193029_216245	CM010577.1	1438913	1439015
m54284U_210115_155325/179898969/37377_61540	CM010577.1	1648970	1649471
m54284U_210115_155325/35259532/119218_159490	CM010577.1	1677461	1677554
m54284U_210115_155325/35259532/94929_119172	CM010577.1	1677554	1677618
m54284U_210115_155325/35259532/159535_200239	CM010577.1	1677554	1677618
m54284U_210115_155325/149815758/0_36846	CM010577.1	1702278	1702295
m54284U_210114_191447/58131620/29706_64064	CM010577.1	1733209	1733408
m54284U_210114_191447/140642651/3624_60822	CM010577.1	1864320	1864568
m54284U_210115_155325/165087545/53409_90901	CM010577.1	2097280	2098312
m54284U_210115_155325/83690450/0_80461	CM010577.1	2114725	2114949
m54284U_210115_155325/146344697/0_26451	CM010577.1	2510946	2512180
m54284U_210114_191447/10683426/0_53854	CM010577.1	2516104	2516114
m54284U_210114_191447/115999199/0_50790	CM010577.1	2622207	2622962
m54284U_210115_155325/71435350/0_27154	CM010577.1	2630785	2630844
m54284U_210114_191447/86575337/0_38503	CM010577.1	2672191	2672689
m54284U_210114_191447/18286803/1530_51429	CM010577.1	2688077	2688149
m54284U_210114_191447/168823491/0_40580	CM010577.1	2714109	2714173
m54284U_210115_155325/118817969/70133_100122	CM010577.1	2715912	2716230
m54284U_210115_155325/178652747/0_40332	CM010577.1	2787940	2788153
m54284U_210114_191447/123012170/16761_65591	CM010577.1	2841627	2841666
m54284U_210115_155325/7471997/0_44826	CM010577.1	2841821	2841865
m54284U_210114_191447/122095022/0_46413	CM010577.1	3027811	3028099
m54284U_210115_155325/47187089/34343_107293	CM010577.1	3154333	3155549
m54284U_210114_191447/161482515/0_57059	CM010577.1	3194580	3194705
m54284U_210115_155325/69338456/211157_233391	CM010577.1	3231082	3231902
m54284U_210114_191447/144770888/19112_31557	CM010577.1	3258452	3258484
m54284U_210115_155325/166529115/9726_43406	CM010577.1	3285652	3285726
m54284U_210114_191447/91882740/88627_117233	CM010577.1	3292276	3293081
m54284U_210115_155325/10684653/0_56054	CM010577.1	3395792	3396037
m54284U_210115_155325/198004/19213_35008	CM010577.1	3400729	3400874
m54284U_210114_191447/134350958/0_44495	CM010577.1	3432209	3432671
m54284U_210114_191447/134941023/0_31272	CM010577.1	3434366	3434606
m54284U_210115_155325/95357545/11585_58823	CM010577.1	3434620	3434803
m54284U_210115_155325/120193281/1834_31973	CM010577.1	3444653	3444760
m54284U_210114_191447/81003065/49791_68539	CM010577.1	3503558	3503655
m54284U_210115_155325/141951182/23629_83625	CM010577.1	3568290	3568945
m54284U_210115_155325/141951182/83669_161341	CM010577.1	3568458	3568945
m54284U_210115_155325/9503879/14027_48241	CM010577.1	3691749	3692360
m54284U_210115_155325/30803875/23742_59321	CM010577.1	3701678	3702020
m54284U_210115_155325/30803875/59365_99019	CM010577.1	3701678	3702020
m54284U_210115_155325/108792017/60691_121420	CM010577.1	3705009	3705208
m54284U_210115_155325/48892705/0_42363	CM010577.1	3707592	3707873
m54284U_210115_155325/61671784/16037_43442	CM010577.1	3783756	3784166
m54284U_210114_191447/152570388/0_18977	CM010577.1	3850653	3850667
m54284U_210115_155325/162728447/41036_58282	CM010577.1	3862869	3863566
m54284U_210115_155325/136120525/0_58307	CM010577.1	3906145	3906984
m54284U_210115_155325/57541621/18151_94503	CM010577.1	3906145	3906984
m54284U_210115_155325/162333567/0_71614	CM010577.1	3921846	3921864
m54284U_210114_191447/42468734/0_31210	CM010577.1	3967826	3968042
m54284U_210115_155325/101058900/0_29091	CM010577.1	4001194	4001467
m54284U_210114_191447/42731810/20882_47312	CM010577.1	4020650	4021035
m54284U_210115_155325/39650787/18344_66048	CM010577.1	4022977	4023257
m54284U_210114_191447/172689496/0_48594	CM010577.1	4024171	4024421
m54284U_210115_155325/155517603/121265_153037	CM010577.1	4037146	4037233
m54284U_210115_155325/155517603/88701_121218	CM010577.1	4037146	4037233
m54284U_210115_155325/155517603/57117_88656	CM010577.1	4037146	4037233
m54284U_210114_191447/143263292/0_57966	CM010577.1	4061235	4062187
m54284U_210115_155325/144378259/25492_46249	CM010577.1	4095313	4095570
m54284U_210115_155325/21954886/124889_163666	CM010577.1	4111538	4111611
m54284U_210115_155325/118819093/0_35489	CM010577.1	4128622	4129315
m54284U_210114_191447/144116347/0_34566	CM010577.1	4301554	4302427
m54284U_210114_191447/2490862/0_48069	CM010577.1	4348348	4349407
m54284U_210114_191447/132254375/28316_66045	CM010577.1	4409131	4410948
m54284U_210114_191447/120717397/138455_163021	CM010577.1	4485832	4485946
m54284U_210115_155325/110037489/14604_51699	CM010577.1	4564976	4565506
m54284U_210115_155325/110037489/51745_77975	CM010577.1	4565506	4566823
m54284U_210114_191447/177539026/64752_113423	CM010577.1	4608036	4609219
m54284U_210115_155325/71434338/52899_100072	CM010577.1	4799361	4799568
m54284U_210115_155325/178258754/8227_38252	CM010577.1	4799361	4799568
m54284U_210114_191447/99877976/416_54861	CM010577.1	4875158	4875394
m54284U_210114_191447/140903428/24206_85036	CM010577.1	4952526	4953663
m54284U_210115_155325/158468787/0_47751	CM010577.1	4983379	4986049
m54284U_210114_191447/174000159/41413_83080	CM010577.1	5078879	5079223
m54284U_210114_191447/174000159/0_41365	CM010577.1	5079223	5103607
m54284U_210115_155325/148177795/0_39712	CM010577.1	5079223	5103607
m54284U_210114_191447/92801791/8595_78508	CM010577.1	5119643	5120865
m54284U_210115_155325/156566294/0_57837	CM010577.1	5119643	5119873
m54284U_210114_191447/83493592/0_72796	CM010577.1	5183778	5183895
m54284U_210114_191447/132908789/0_39049	CM010577.1	5256046	5257333
m54284U_210115_155325/44564721/13260_109341	CM010577.1	5256046	5257333
m54284U_210114_191447/89784394/80285_126427	CM010577.1	5379434	5379741
m54284U_210114_191447/89784394/57701_80240	CM010577.1	5379434	5379741
m54284U_210114_191447/170066375/0_29688	CM010577.1	5465737	5465865
m54284U_210114_191447/170066375/61591_94593	CM010577.1	5465737	5465872
m54284U_210114_191447/170066375/29731_61547	CM010577.1	5465758	5465765
m54284U_210114_191447/170066375/94641_126542	CM010577.1	5465872	5466029
m54284U_210114_191447/170066375/126588_145946	CM010577.1	5465872	5466029
m54284U_210115_155325/8126724/0_25688	CM010577.1	5493755	5493767
m54284U_210114_191447/130352366/0_44168	CM010577.1	5532603	5533142
m54284U_210114_191447/37356005/8805_36640	CM010577.1	5570488	5570714
m54284U_210115_155325/172163130/0_42679	CM010577.1	5588689	5589524
m54284U_210115_155325/18677949/0_50964	CM010577.1	5605025	5605080
m54284U_210114_191447/50725755/0_28582	CM010577.1	5674223	5674668
m54284U_210115_155325/86179914/22515_60965	CM010577.1	5711737	5711878
m54284U_210115_155325/164889326/12964_92856	CM010577.1	5831800	5831947
m54284U_210115_155325/166199772/0_84128	CM010577.1	5931363	5933133
m54284U_210115_155325/73269628/18566_47059	CM010577.1	5948601	5948614
m54284U_210114_191447/33752063/34842_64761	CM010577.1	6082047	6082392
m54284U_210114_191447/66453688/29230_61866	CM010577.1	6083326	6084662
m54284U_210114_191447/150079415/6535_50705	CM010577.1	6130491	6130597
m54284U_210115_155325/146538939/0_51835	CM010577.1	6164555	6165686
m54284U_210115_155325/64620478/24585_74297	CM010577.1	6213627	6213647
m54284U_210115_155325/21694607/54540_85077	CM010577.1	6251931	6253745
m54284U_210115_155325/64880945/5657_41715	CM010577.1	6264142	6264899
m54284U_210115_155325/165150841/0_19284	CM010577.1	6268362	6268387
m54284U_210115_155325/166266231/0_41540	CM010577.1	6310511	6310626
m54284U_210114_191447/146538886/0_32378	CM010577.1	6311037	6311148
m54284U_210114_191447/135661486/140372_159744	CM010577.1	6327388	6327528
m54284U_210114_191447/135661486/159789_195788	CM010577.1	6327388	6327528
m54284U_210114_191447/139594418/111088_137879	CM010577.1	6343015	6345709
m54284U_210114_191447/139594418/67161_111042	CM010577.1	6343015	6345709
m54284U_210114_191447/175243308/0_99516	CM010577.1	6540450	6540549
m54284U_210115_155325/12454111/1857_22779	CM010577.1	6547277	6547379
m54284U_210114_191447/105056829/0_27771	CM010577.1	6550170	6550249
m54284U_210114_191447/110562073/0_72878	CM010577.1	6693188	6693407
m54284U_210115_155325/58657020/103966_141173	CM010577.1	6703422	6703549
m54284U_210115_155325/124715927/0_36666	CM010577.1	6716151	6716184
m54284U_210114_191447/88671817/0_62131	CM010577.1	6756119	6756371
m54284U_210115_155325/160892472/0_21238	CM010577.1	6812080	6812083
m54284U_210114_191447/106432694/1983_44164	CM010577.1	6819149	6819224
m54284U_210114_191447/27723000/0_12962	CM010577.1	6874877	6875085
m54284U_210114_191447/7997373/0_46577	CM010577.1	7149633	7151564
m54284U_210115_155325/134480694/0_53994	CM010577.1	7202063	7202449
m54284U_210114_191447/170984226/0_30327	CM010577.1	7273121	7273334
m54284U_210114_191447/72223471/25070_73697	CM010577.1	7347394	7347576
m54284U_210115_155325/169607718/13479_85148	CM010577.1	7439799	7440081
m54284U_210114_191447/134744879/54468_78618	CM010577.1	7489221	7489393
m54284U_210115_155325/36833334/0_29124	CM010577.1	7688941	7688964
m54284U_210115_155325/36833334/29169_54049	CM010577.1	7688964	7689080
m54284U_210114_191447/56036154/52878_81502	CM010577.1	7689169	7689710
m54284U_210115_155325/5113991/0_37319	CM010577.1	7689169	7689710
m54284U_210115_155325/21628127/29605_53274	CM010577.1	8156993	8157152
m54284U_210115_155325/21628127/9589_29558	CM010577.1	8157152	8157276
m54284U_210114_191447/146802526/51436_86055	CM010577.1	8319815	8319907
m54284U_210114_191447/146802526/16184_51391	CM010577.1	8320270	8320381
m54284U_210115_155325/64751980/15914_86851	CM010577.1	8323513	8323842
m54284U_210114_191447/61669927/0_59901	CM010577.1	8363702	8367223
m54284U_210115_155325/83232975/1952_86861	CM010577.1	8374851	8374908
m54284U_210115_155325/83035625/0_17243	CM010577.1	8379681	8379929
m54284U_210115_155325/31590928/29739_57886	CM010577.1	8568540	8568686
m54284U_210115_155325/64489984/13355_58165	CM010577.1	8670912	8671871
m54284U_210115_155325/164562150/8999_23344	CM010577.1	8763219	8763388
m54284U_210115_155325/141689014/65450_129389	CM010577.1	9043182	9057835
m54284U_210114_191447/111673346/0_18647	CM010577.1	9098804	9099203
m54284U_210115_155325/17303496/2900_82496	CM010577.1	9099203	9099547
m54284U_210115_155325/17236736/7859_32951	CM010577.1	9247331	9249052
m54284U_210115_155325/17236736/61540_90580	CM010577.1	9249052	9251732
m54284U_210115_155325/17236736/118961_147994	CM010577.1	9249052	9250965
m54284U_210115_155325/17236736/32994_61494	CM010577.1	9250965	9253236
m54284U_210115_155325/17236736/90626_118914	CM010577.1	9251732	9253236
m54284U_210114_191447/92210180/17656_38247	CM010577.1	9263799	9264376
m54284U_210115_155325/104728498/8251_52059	CM010577.1	9263799	9264408
m54284U_210115_155325/119669117/64622_132248	CM010577.1	9410463	9410468
m54284U_210115_155325/75432303/878_62683	CM010577.1	9429433	9429525
m54284U_210114_191447/125895838/48451_81111	CM010577.1	9488560	9488608
m54284U_210114_191447/117639050/0_40407	CM010577.1	9498217	9498250
m54284U_210114_191447/67305494/0_34594	CM010577.1	9587829	9588744
m54284U_210115_155325/168363785/50868_87197	CM010577.1	9589053	9589236
m54284U_210115_155325/128846091/0_15286	CM010577.1	9590318	9591805
m54284U_210114_191447/110756485/37527_95401	CM010577.1	9593540	9593904
m54284U_210114_191447/153027988/0_42531	CM010577.1	9720658	9720702
m54284U_210114_191447/79495672/42955_90199	CM010577.1	9740185	9740665
m54284U_210115_155325/41879885/74230_106064	CM010577.1	9762219	9762988
m54284U_210115_155325/41879885/42989_74178	CM010577.1	9764745	9765198
m54284U_210114_191447/46006428/0_19299	CM010577.1	9778713	9778824
m54284U_210114_191447/6752054/12037_51538	CM010577.1	9806050	9807459
m54284U_210114_191447/6752054/51584_100849	CM010577.1	9806499	9807459
m54284U_210114_191447/179306887/0_37723	CM010577.1	9880295	9880569
m54284U_210114_191447/160499735/8952_50956	CM010577.1	9889684	9889777
m54284U_210115_155325/64749732/0_11002	CM010577.1	9928265	9928402
m54284U_210114_191447/51120547/33699_58539	CM010577.1	9945195	9945852
m54284U_210115_155325/153553235/0_50184	CM010577.1	9947127	9947278
m54284U_210114_191447/105185695/0_42754	CM010577.1	9975772	9976134
m54284U_210115_155325/101451538/51543_85061	CM010577.1	9975775	9976134
m54284U_210114_191447/36702430/56414_88614	CM010577.1	9998078	9998254
m54284U_210114_191447/36702430/0_56369	CM010577.1	9998078	9998254
